Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;113666;18161,75;48,00632;10,82164;13;348,0341;False
2;279500;29547,65;65,13972;14,31383;12;345,6997;False
3;418180;81743;74,52525;11,98249;12;312,9737;False
4;255025;52690,45;63,1545;12,31899;12;345,6029;False
5;500389;94307,65;79,22462;15,7705;12;345,6029;False
6;522037;113281,05;80,36317;19,2097;12;347,7887;False
7;481363;92175,85;78,20309;16,54469;13;346,3854;False
8;553556;134072,65;81,95142;14,15459;13;346,2667;False
9;573236;112814,1;82,92021;17,23488;13;346,5576;False
10;557619;109145,75;82,14834;13,93066;13;343,3196;False
11;460586;102832,85;77,05481;23,00938;13;344,9561;False
12;695784;148757,25;88,47941;20,55952;13;344,9555;False
13;571751;119210,4;82,82732;10,05605;13;342,6849;False
14;798340;151753,2;92,64684;19,22049;14;346,0445;False
15;231651;60339,8;61,13222;11,24438;13;344,1014;False
16;473594;142040,1;77,771;17,99765;13;341,343;False
17;483848;123540,6;78,33481;14,4856;13;345,5024;False
18;398212;93366,05;73,37474;13,07767;13;345,3817;False
19;551238;132588;81,83834;17,06534;13;345,3817;False
20;847351;130844,2;94,51146;19,24615;13;345,3347;False
21;542907;120115,6;81,4206;16,08377;12;345,2551;False
22;679956;167957,15;87,79576;14,4975;12;345,2551;False
23;1017508;189130,25;100,4741;15,81558;12;346,4603;False
24;829906;148553,3;93,85327;14,16385;13;347,8604;False
25;466594;133609,6;77,38591;13,41949;12;346,3345;False
26;561732;169537,9;82,3537;13,31226;12;346,3345;False
27;582182;116727,55;83,34712;13,69287;12;346,3345;False
28;889515;178363,9;96,06255;26,44464;13;346,4097;False
29;816311;169369,7;93,33997;19,07318;13;346,6358;False
30;1486413;303429,7;114,0468;23,51788;12;348,7639;False
