Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;299,473236083984;110,389699479938;299,4732;17,56011;13;305,813;False
2;436,144500732422;103,117371687293;436,1445;22,19932;12;352,6789;False
3;398,792510986328;132,411468088627;398,7925;27,11787;13;326,824;False
4;349,221130371094;101,661485555768;349,2211;18,00687;12;345,3286;False
5;319,869506835938;61,2793080717325;319,8695;17,12105;13;330,2602;False
6;316,016387939453;62,304652312398;316,0164;14,87302;14;313,1472;False
7;345,844573974609;86,8189735954162;345,8446;21,85999;11;294,5153;False
8;266,269714355469;68,9566620528698;266,2697;15,86998;13;371,8725;False
9;462,123596191406;119,588113439083;462,1236;21,92566;12;359,5756;False
10;317,194732666016;88,9698480516672;317,1947;23,92386;12;264,5929;False
11;267,400604248047;82,0677826732397;267,4006;23,43042;12;338,7111;False
12;351,602203369141;104,678970992565;351,6022;20,11215;12;242,0365;False
13;265,718780517578;39,5196527674794;265,7188;20,15765;13;294,9371;False
14;287,848663330078;109,615511694551;287,8487;22,38458;11;365,456;False
15;435,843322753906;82,1572474382818;435,8433;22,96738;13;275,7;False
16;405,815704345703;76,9797563612461;405,8157;28,65109;12;304,1071;False
17;403,023132324219;52,653798687458;403,0231;22,80469;10;335,1248;False
18;319,488433837891;103,75233283639;319,4884;28,91125;12;374,1041;False
19;401,536987304688;93,4217738805339;401,537;21,26349;12;338,4104;False
20;317,732269287109;100,315319874883;317,7323;17,07776;12;353,5294;False
21;381,454895019531;126,755999186635;381,4549;22,4126;14;325,4853;False
22;343,798889160156;84,0326323151589;343,7989;20,67157;10;357,7377;False
23;372,925811767578;76,9276537775993;372,9258;21,85736;14;418,6848;False
24;408,193572998047;125,674109530449;408,1936;24,76746;11;389,6459;False
25;318,487091064453;100,547543509305;318,4871;21,03668;11;361,256;False
26;144,246643066406;22,244894015789;144,2466;23,52588;9;317,5519;False
27;407,266967773438;118,171453586221;407,267;24,15582;13;324,0721;False
28;405,640472412109;111,914816248417;405,6405;21,43677;13;381,1276;False
29;463,577850341797;71,8388254910708;463,5779;23,67615;11;346,6307;False
30;376,859069824219;90,4917068213224;376,8591;19,21661;12;375,4095;False
