Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;40,8351364135742;4,52865304797888;380,6123;17,82744;13;349,6829;False
2;28,3597316741943;8,27293079644442;319,8358;17,2651;13;350,5587;False
3;23,4599094390869;11,7352551728487;319,6411;21,93842;12;348,5784;False
4;37,4173889160156;12,8737834811211;399,5092;26,71527;13;349,743;False
5;16,5550270080566;8,19934496730566;240,0585;15,61227;13;349,743;False
6;44,9509925842285;15,022679066658;431,0247;25,9149;13;357,3892;False
7;40,0478363037109;15,9524798512459;379,9444;18,33777;13;363,5717;False
8;34,177074432373;13,9595772564411;374,9067;23,79413;13;344,9841;False
9;51,3114471435547;11,8601947337389;466,1503;28,96527;13;390,0145;False
10;37,9449310302734;17,2235230892897;379,315;20,17508;13;362,7111;False
11;64,8682022094727;19,2750761151314;497,6204;24,00964;13;336,5226;False
12;51,4817695617676;17,6973058015108;434,2375;20,21701;13;336,5226;False
13;78,5652160644531;24,6115884035826;526,674;23,51068;14;358,9603;False
14;68,1171493530273;17,8504908144474;493,2473;20,89017;13;334,7849;False
15;51,7595405578613;22,0588265657425;434,1648;22,24503;14;357,5144;False
16;57,5666694641113;27,7214455127716;464,6222;24,60883;14;357,5144;False
17;71,4908752441406;24,589172911644;506,1453;23,58405;14;357,7867;False
18;75,2673797607422;23,2143720537424;535,1723;25,2478;13;333,3824;False
19;77,9351806640625;21,8964444130659;535,3636;23,51331;13;333,3824;False
20;164,480346679688;32,700957980752;547;21,4906;14;335,5037;True
21;158,926483154297;41,3859046936035;547;21,37219;13;332,7159;True
22;78,3927764892578;38,3813312768936;534,9067;25,53497;14;358,38;False
23;154,553497314453;37,3330805301666;547;22,83893;13;334,9723;True
24;46,7598571777344;27,7120134502649;434,0593;27,99298;14;338,0143;False
25;168,803085327148;57,7788357228041;547;20,24371;14;338,0143;True
26;169,401412963867;54,9614275693893;547;20,0835;14;335,5189;True
27;171,513229370117;45,4192499786615;547;19,53967;14;336,3318;True
28;171,369125366211;61,7265716135502;547;19,57574;14;335,3083;True
29;153,252868652344;47,4657869815826;547;23,31891;13;332,3207;True
30;165,927871704102;66,323834079504;547;21,05463;14;335,9686;True
