Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;844656;66768,1;94,22437;18,09752;12;250,0841;False
2;131354;37392,45;49,766;9,364353;12;250,0841;False
3;1436856;167599,6;112,6977;26,32758;13;284,3113;False
4;780779;128021,55;91,86017;14,36265;13;284,5624;False
5;1831865;229943,3;122,2045;28,06436;11;263,9543;False
6;550955;127832,15;81,63382;20,01987;11;262,8436;False
7;925508;190813,8;97,26081;19,14984;13;286,0179;False
8;2087939;177897,1;127,699;18,49155;13;287,3731;False
9;518220;133405,8;80,04568;16,05441;13;287,8642;False
10;554806;103596,5;81,89658;16,14432;13;284,757;False
11;653055;89063,55;86,51014;13,79108;13;284,757;False
12;482207;110492,95;78,12029;16,00726;13;285,6827;False
13;873066;163441,95;95,3697;18,58578;13;282,7707;False
14;537085;91783,35;81,0013;15,43558;13;283,2457;False
15;873143;194623,9;95,37697;23,68985;13;283,8528;False
16;838591;210197,4;94,0886;15,28314;13;283,8528;False
17;862205;182159,35;94,97404;22,19434;13;283,8528;False
18;930815;198837,95;97,43501;13,15958;13;283,5443;False
19;866191;116766,8;95,12233;23,04108;13;284,2961;False
20;800341;159502,9;92,62431;17,87503;13;281,9724;False
21;899697;145120,6;96,33336;25,17426;13;280,4857;False
22;592262;103702,8;83,70069;18,90628;13;278,3057;False
23;543155;99903,9;81,30241;18,22571;13;280,4702;False
24;824676;121830,9;93,55695;14,46179;13;282,2108;False
25;610996;188190,5;84,57274;13,36255;12;276,9756;False
26;1240470;224472,4;107,279;23,02893;12;279,3918;False
27;390997;84707,6;72,76569;14,61646;12;281,3391;False
28;1369718;204302;110,9022;24,04724;12;281,3391;False
29;552873;127791,4;81,79424;23,0459;12;281,4406;False
30;288232;66526,35;65,60922;9,479004;12;282,089;False
