Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;13393;4492,3;97,13129;20,11395;12;316,0457;False
2;9610;5455,6;40,09648;12,4406;10;249,9636;False
3;11086;5895,55;81,52073;18,65245;12;304,1829;False
4;9541;6355,15;0;0;9;235,7377;False
5;12463;7071,65;81,73767;23,99864;12;278,5621;False
6;9966;6415,5;64,68713;17,99229;12;278,5621;False
7;16881;7650,45;97,56078;19,31366;12;257,0024;False
8;15709;7380,05;94,27374;20,11415;12;263,6322;False
9;12860;7582,7;6,835677;4,331482;12;213,6657;False
10;13039;8561,55;64,54117;14,45767;12;241,4998;False
11;17729;9155,75;82,42114;12,08546;12;225,254;False
12;14732;9070,3;61,616;15,77521;12;225,254;False
13;17911;10338,35;83,51678;11,33777;12;225,254;False
14;24775;11543,95;111,6854;18,20062;12;216,5901;False
15;17362;12167;66,77533;11,65457;12;213,1686;False
16;18872;13299,3;50,26081;14,12857;12;197,0133;False
17;25197;14788,4;111,848;15,5972;12;214,3717;False
18;22208;15763,7;87,48914;14,07706;13;204,7901;False
19;24994;17304,35;110,9339;20,05383;12;214,3717;False
20;21393;16324,05;82,69875;11,32785;13;204,7901;False
21;26837;16793,45;110,8302;22,51205;13;204,7901;False
22;24411;16469,65;90,8358;15,38541;12;197,7641;False
23;26018;16833,5;98,03865;12,85803;13;196,7704;False
24;28979;17434,45;112,1264;22,65195;13;196,7704;False
25;26531;18903,85;110,1598;21,80313;13;205,5326;False
26;28845;18004,05;120,2047;14,17065;13;205,5326;False
27;25375;18227,1;101,5643;19,09888;13;202,4702;False
28;20929;17841,15;83,08629;14,11249;13;207,3245;False
29;21466;17521,1;79,78797;20,19519;13;202,2888;False
30;25352;19094,65;99,95257;14,47571;13;201,1317;False
