Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;814547456;326318855,2;933,9108;52,41357;12;340,8893;False
2;1195762816;476710124,5;1061,406;53,39571;14;279,0901;False
3;1165256832;547537639,75;1052,302;112,6816;14;279,0901;False
4;1121889664;546207116,35;1039,082;47,58032;13;346,4891;False
5;1251850880;625793193,6;1077,749;53,13397;13;325,064;False
6;1224652288;724392840,15;1069,886;49,3649;13;325,064;False
7;1247567232;769374376;1076,518;50,7926;13;325,064;False
8;1223871360;732187643,2;1069,659;58,01611;14;267,2569;False
9;1199943680;704474844;1062,642;57,49957;13;334,0414;False
10;1165371520;668745220,8;1052,337;54,73853;13;336,8809;False
11;1246875648;654415876,9;1076,319;52,39697;13;325,064;False
12;1122932992;665196905,6;1039,404;46,01337;13;325,064;False
13;840061568;663491804,8;943,5616;39,87341;13;325,064;False
14;1253905280;697005430,4;1078,338;51,09155;13;325,064;False
15;1254016000;597892100;1078,37;50,88159;13;325,064;False
16;1221779584;680807191,2;1069,049;62,5658;13;305,1497;False
17;825789504;636238972;938,1877;48,34656;13;305,1497;False
18;860451008;643447018,25;951,1346;53,3269;13;319,1107;False
19;1213063424;682618819,2;1066,501;47,74951;14;286,0331;False
20;1198681600;766168305,6;1062,269;62,65918;13;309,2622;False
21;1212388224;755880542,85;1066,303;49,03613;14;272,6082;False
22;1199256192;790413041,6;1062,439;53,22339;14;274,0563;False
23;1213558656;781683534,4;1066,646;52,11328;14;288,0426;False
24;1213388288;783845616;1066,596;50,73462;14;274,0563;False
25;1223402112;775350350,5;1069,522;59,66956;14;273,8735;False
26;1236371712;858019372,8;1073,288;52,1344;14;274,0815;False
27;1232008576;635471462,4;1072,024;50,45142;14;273,2124;False
28;1773743360;928690448;1210,497;67,33276;14;273,2103;False
29;1674640896;920691849,6;1187,519;61,42896;14;271,4236;False
30;1223512320;790311933,1;1069,554;57,40894;14;273,421;False
