Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;787014592;255630906,55;923,2676;130,0645;13;311,5993;False
2;829198272;474217281,5;939,4768;46,31783;14;363,6844;False
3;789237504;363049300,1;924,1359;55,36237;13;324,8238;False
4;840200128;557675595,25;943,6135;39,54987;13;322,5278;False
5;1220382848;624970080,95;1068,641;50,99341;13;309,8464;False
6;813904384;541491428,7;933,6649;40,11926;14;351,2062;False
7;882835648;686963028,8;959,312;44,81598;14;351,2062;False
8;1176302592;683723842,7;1055,617;54,24841;14;351,2062;False
9;1226883200;745004638,4;1070,535;57,52283;14;351,2062;False
10;1207753088;782321065,3;1064,942;52,75525;14;351,2062;False
11;1231857536;744295748,8;1071,98;50,0304;14;369,4787;False
12;1261963520;825053932;1080,643;52,31018;14;322,4953;False
13;1228283136;750051899,2;1070,942;50,49841;14;353,0345;False
14;1751522944;930044281,6;1205,421;66,65295;14;338,9116;False
15;1753346048;912757033,6;1205,839;72,41797;14;338,9116;False
16;1258096768;802646412,8;1079,538;55,74878;14;369,5975;False
17;1267943040;719310550,4;1082,347;54,82422;14;370,4805;False
18;1710164096;757348232;1195,857;61,01318;14;338,9116;False
19;1232782336;737921052,8;1072,248;50,01147;14;369,5975;False
20;1260220928;964635376;1080,145;79,98975;14;337,657;False
21;1226682368;778946160,8;1070,477;48,04004;14;338,9122;False
22;1278022656;713787993,6;1085,208;48,0354;13;337,4603;False
23;897020992;623336936;964,4228;43,66992;14;370,0165;False
24;1753145856;885976592;1205,793;63,62524;14;339,7438;False
25;1734020608;875811839,2;1201,392;60,8103;14;339,2207;False
26;1289190144;925344726,4;1088,359;50,47876;14;369,4553;False
27;1715709312;883521788,8;1197,148;58,59668;14;368,611;False
28;1645960704;939596888;1180,701;112,062;14;368,611;False
29;1193578880;851939321,6;1060,76;51,04395;14;368,9645;False
