Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;36322;7396,1;32,43336;7,838375;12;387,0061;False
2;128083;20596,85;50,06173;8,939491;11;368,704;False
3;262726;46246,35;63,82793;9,627676;11;369,6172;False
4;292173;33406,1;66,16142;13,86372;11;369,6172;False
5;1325887;135478,45;109,7838;18,04251;10;367,0023;False
6;383946;91635,6;72,52325;17,04582;11;371,4982;False
7;293048;71128,25;66,22028;10,61349;11;369,4072;False
8;263004;60835,85;63,85882;12,50789;12;369,0256;False
9;570821;52326,95;82,82824;16,40211;12;369,8595;False
10;461270;61839,4;77,12216;16,27373;11;369,7098;False
11;307859;39986,85;67,32967;11,33569;11;369,6894;False
12;617831;161934,7;85,05214;18,41444;11;368,769;False
13;1225342;172211,5;106,9293;16,63583;12;368,2437;False
14;521640;134748,05;80,35777;11,67278;13;369,0499;False
15;502388;107797,8;79,35958;19,95108;12;366,8239;False
16;519782;93919,4;80,26662;14,32245;13;368,2187;False
17;862802;149342,45;95,09879;15,42365;12;365,6723;False
18;963596;178792,2;98,68131;20,90598;13;366,0825;False
19;502408;89712,05;79,35296;11,92303;13;368,4009;False
