Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;7539,01171875;1499,65504767895;245,4837;27,13541;13;338,3081;False
2;10066,65234375;3693,13610210419;325,8622;21,41252;14;439,088;False
3;11622,2509765625;4093,89791536331;377,5466;24,52255;14;278,6791;False
4;10683,37890625;5717,69800796509;345,9525;21,70006;13;273,1508;False
5;9953,3720703125;5062,64174675941;321,1581;19,15874;13;277,2429;False
6;11567,8544921875;5349,22473374605;375,8426;24,69179;13;277,2429;False
7;14302,0888671875;7068,92667834163;464,9381;25,27165;14;272,045;False
8;9986,044921875;5373,48468875885;323,8373;22,9061;13;310,3565;False
9;13297,3994140625;5655,99893293381;433,1548;27,61432;13;310,3565;False
10;14192,7880859375;5333,98104785196;462,4366;27,93024;13;310,3565;False
11;8245,1953125;3425,32598438263;265,5531;18,06329;13;310,3565;False
12;11540,0302734375;4373,68637330532;373,8695;22,08221;11;341,3782;False
13;10044,1875;4175,09372415543;322,1033;15,90433;11;268,6883;False
14;12549,0166015625;7563,49954509735;404,7965;18,98401;12;281,2658;False
15;11738,068359375;4800,96949878931;379,4957;20,48923;13;292,9997;False
16;13530,142578125;5131,64461269379;438,5159;22,40833;12;291,8765;False
17;11404,400390625;4878,76669902802;370,3196;24,12238;13;337,1817;False
18;13511,294921875;5919,40292668343;439,0475;24,83612;13;292,9997;False
19;11579,0791015625;5068,32231523357;375,4359;22,76147;12;292,0714;False
20;16916,255859375;7407,67498188019;547;25,92889;12;292,19;True
21;11704,7861328125;5758,09820737243;378,1621;20,01349;12;290,5168;False
22;13400,9921875;7079,48248176575;435,6668;25,32526;12;287,4721;False
23;17018,189453125;7320,28684921265;547;20,5274;12;295,1685;True
24;15420,5224609375;6766,08999333084;498,7127;20,72369;12;295,1685;False
25;12574,857421875;5235,77485799789;406,7156;20,7851;12;290,5807;False
26;12427,951171875;6588,94757053852;402,976;22,79736;11;286,2887;False
27;13412,76171875;7235,91681880951;434,4825;21,97101;13;289,7147;False
28;12471,74609375;4993,37034305334;404,9663;24,09412;10;282,3413;False
29;16283,794921875;6619,14378370047;528,7846;24,16486;10;283,9066;False
30;11482,7861328125;6499,10092830658;371,8458;21,71423;13;290,8903;False
