Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;7,26125383377075;1,93162142634392;295,146;23,48349;12;366,7743;False
2;6,58305644989014;2,30928696990013;266,8195;20,60466;12;367,2469;False
3;7,56708908081055;3,49966793358326;293,2628;20,17547;12;367,2469;False
4;7,40581035614014;2,42771632373333;292,4762;24,85052;13;354,5312;False
5;6,0084400177002;3,3032477080822;241,3508;21,29489;13;354,5312;False
6;7,58562278747559;4,55200233161449;294,7371;20,44589;12;299,3209;False
7;7,71046304702759;4,18196015954018;291,5429;21,48163;13;357,4381;False
8;8,84470176696777;5,0870603531599;320,872;21,26483;13;301,8213;False
9;8,63086414337158;4,88455637991428;294,2806;16,35536;13;357,4918;False
10;15,2984552383423;5,61872569620609;497,7231;29,83725;13;357,4918;False
11;9,48159027099609;5,85295270085335;320,301;17,47278;13;359,1363;False
12;11,8095560073853;6,05917538106442;376,9275;18,33664;13;359,1363;False
13;8,96754550933838;5,2986657589674;292,3506;14,62851;13;357,2712;False
14;19,1801319122314;6,88245511353016;532,5076;20,87509;13;359,8252;False
15;15,6655864715576;6,15425188541412;464,1849;20,0845;13;358,3761;False
16;11,9368181228638;5,96273978948593;376,1894;17,72748;13;360,1522;False
17;10,9138412475586;6,61404356062412;372,8249;21,69531;13;360,1522;False
18;13,3538312911987;7,48239221274853;434,8037;21,30542;12;335,8465;False
19;13,4870491027832;7,46701859533787;430,3613;21,93488;13;360,2612;False
20;16,5645179748535;7,75392775535583;493,8844;22,43304;13;358,9554;False
21;17,1552734375;8,24278535246849;526,2972;27,25208;13;359,5588;False
22;16,0054893493652;8,90491030216217;493,7739;24,745;13;359,6754;False
23;13,8559226989746;9,09533306360245;433,5808;21,01343;13;355,3947;False
24;16,7211284637451;8,64574588537216;496,3366;22,33344;13;358,6501;False
25;30,031042098999;9,45319145321846;547;20,75763;13;356,4309;True
26;29,7972869873047;10,9748837649822;547;21,27521;13;355,8634;True
27;29,4674434661865;9,98630369901657;547;22,05487;13;357,436;True
28;29,6828346252441;10,1224979370832;547;21,53894;13;359,6178;True
29;16,3200168609619;10,0624601781368;495,4038;26,23468;14;355,603;False
30;19,0088119506836;10,077891433239;524,1019;20,01764;13;355,532;False
