Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;286,225250244141;237,291530609131;93,75531;13,34466;13;323,0841;False
2;280,08154296875;247,203998565674;0,2915016;0,1348171;14;414,4886;False
3;280,081512451172;241,495360565186;0,2914095;0,1280365;14;414,4886;False
4;281,1826171875;244,007527160645;4,227818;2,889477;14;418,2025;False
5;283,349273681641;246,477509307861;11,97361;5,244751;14;414,2237;False
6;286,783874511719;243,618483734131;24,25238;5,759537;14;405,7146;False
7;293,167449951172;259,373439788818;47,07367;10,03419;14;405,7725;False
8;291,364105224609;258,281534576416;40,62669;8,002678;14;405,7725;False
9;306,840545654297;254,720351409912;95,95495;15,81027;14;410,5307;False
