Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;4,92552709579468;1,68485249578953;464,1388;26,70277;13;360,9988;False
2;4,22574043273926;1,84872281849384;316,1268;17,77552;13;360,9988;False
3;5,4069972038269;2,24712442457676;496,3791;24,11439;13;382,4855;False
4;5,15823364257813;2,40602787733078;464,2991;22,79621;12;384,8563;False
5;4,53675556182861;2,45974782705307;372,7594;21,42757;14;384,3479;False
6;4,81465196609497;2,75984687507153;402,2082;20,76509;13;384,2099;False
7;5,1083025932312;2,89258636236191;494,6725;27,97488;13;383,4572;False
8;4,4932713508606;2,88967606723309;340,8987;16,58516;11;365,0901;False
9;4,79426002502441;2,79988003373146;460,7625;29,59079;14;371,4292;False
10;16,2901992797852;3,09051858782768;547;20,34567;13;429,8952;True
11;5,94258975982666;2,76080446839333;527,8381;21,66171;13;429,8952;False
12;5,80224084854126;2,45043414831162;526,4012;22,85156;13;429,8952;False
13;5,6792459487915;2,80069587230682;527,8049;23,56039;12;366,7823;False
14;5,89968156814575;2,49270575642586;501,1834;19,83237;13;429,8952;False
15;5,8143744468689;2,09693539738655;527,9051;22,87103;13;429,4882;False
16;15,8919401168823;3,11907296776772;547;23,88361;13;429,4882;True
17;16,2561569213867;4,40328182578087;547;20,10175;12;428,2604;True
18;5,63842582702637;2,50810274779797;496,5576;21,69348;13;427,8197;False
19;5,10886669158936;2,55607762634754;432,2955;21,46393;14;352,2358;False
20;5,77244663238525;2,0765908062458;529,1797;23,41626;13;427,8197;False
21;5,30194473266602;2,49949401319027;497,0234;23,85529;11;433,5404;False
22;5,53303289413452;3,2115082859993;495,8625;21,36981;11;425,4024;False
23;4,56143045425415;1,80768674910069;345,7523;16,4696;11;429,0065;False
24;16,0566272735596;3,78185473680496;547;21,13361;11;429,0065;True
25;5,30105113983154;2,4856140434742;465,2359;21,39142;12;407,3116;False
