Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;518809165234176;38429011583379,2;80,33615;13,76035;13;283,5728;False
2;562662962364416;144557284704666;82,51409;19;13;283,5728;False
3;1,31190769267507E+15;216177714887066;109,4299;22,86237;13;286,3046;False
4;912674779037696;276177542082150;96,97415;18;13;286,3046;False
5;559472506306560;234616846881997;82,39154;11;13;284,827;False
6;1,30461873052058E+15;222893435905229;109,2404;20;13;284,128;False
7;1,90285519572173E+15;267764431865267;123,9024;18;13;284,4384;False
8;897282220228608;209677323918541;96,41147;20,7635;13;285,4399;False
9;825741017088000;207630089166848;93,78438;19;13;284,7712;False
10;956221184016384;309706439835648;98,49376;18;13;285,3436;False
11;584239569436672;168776388460544;83,57446;15,82742;13;285,1243;False
12;972760834637824;148780956542566;99,05907;17,93927;13;284,8252;False
13;477059566534656;79402447115673,6;78,10938;15,93835;13;282,6993;False
14;541548131385344;158430921972941;81,4935;13,84982;13;285,7618;False
15;564841215426560;183704265623142;82,63333;16,83594;13;283,3607;False
16;907081792094208;224598320483533;96,76708;19,7666;13;285,7607;False
17;900951330258944;227284404504166;96,56149;16,84998;13;285,9313;False
18;925158504136704;154995306971750;97,40559;19,91071;13;285,3305;False
19;571080997601280;164394897624269;82,93695;16,81512;12;286,051;False
20;348118709174272;120708708327795;70,32417;13,81427;12;284,2751;False
21;342079012077568;139695832813568;69,91908;12,85425;12;284,2751;False
22;605087810453504;154061097741811;84,54114;18,96985;12;285,358;False
23;871841518321664;170690233108070;95,50574;17,74536;13;284,1552;False
24;596775236796416;204414694693274;84,17288;14,76538;12;284,5108;False
25;867214966128640;163014031971123;95,33131;18,8418;13;284,1727;False
26;894855362379776;154103637429453;96,34335;16,77594;13;285,8222;False
27;1,45234265427149E+15;264812490863693;113,212;21,86969;12;282,3698;False
28;907228223635456;192199944671130;96,75983;21,9165;12;282,3698;False
29;535807270060032;159854698784358;81,19569;15,90625;13;284,3788;False
30;891767549329408;215276328327942;96,228;17,8479;13;282,947;False
31;1,9578095707095E+15;260323908471994;125,0541;25,78931;12;283,3837;False
32;949531436908544;235541633263590;98,27687;13,93176;12;282,4088;False
33;518311653670912;137187233693696;80,3012;15,92761;12;283,3776;False
34;1,44067121486234E+15;234556423585318;112,9163;19,85376;12;282,8078;False
35;3,5202088828928E+15;448500806647341;152,0856;27;12;282,952;False
36;520394142384128;113369711093734;80,40416;16,80554;12;283,1956;False
37;834794204168192;175783280629670;94,09486;23,82971;12;283,2654;False
38;2,18530513000858E+15;204211915557274;129,7464;20,85876;12;283,5829;False
39;1,40807066825523E+15;222812194806989;112,049;21,79724;12;283,5829;False
40;850079523012608;188324207348941;94,71449;14,85681;12;285,2628;False
41;1,25288048073114E+15;246418429856973;107,7968;12,81665;12;285,2628;False
42;564817190453248;186658008331878;82,64159;14,78125;12;283,5829;False
43;784447523782656;208848207302451;92,21786;11,94128;12;283,5829;False
44;866158605500416;193434088426547;95,30514;15,81189;11;281,6265;False
45;890080700923904;191103925328282;96,17493;15,84998;12;282,9174;False
46;1,34828606567219E+15;248403170846310;110,4425;21;11;283,3183;False
47;849360250208256;166723896878080;94,65428;21,88489;11;281,808;False
48;790536579448832;237775427378310;92,42636;19,80347;11;282,861;False
49;931129783746560;285569412618650;97,62499;17,75708;11;278,0265;False
50;557112287559680;213814436744397;82,25908;15,87708;11;278,0265;False
51;879095315431424;254560972253184;95,78597;12,80151;11;280,1588;False
52;1,29289803320525E+15;362437257332326;108,9088;20,75378;11;278,418;False
53;2,67215926879846E+15;378151954263245;138,7506;19,79346;11;279,4419;False
54;898989201293312;179892119194829;96,4725;20,79272;11;280,2165;False
55;305433914900480;136615727987283;67,31541;14,76001;11;278,6135;False
56;918888590082048;356395326059315;97,1944;17,89038;11;280,8451;False
57;2,74577286076826E+15;391722115085926;140,0043;23;12;278,3831;False
58;963144604188672;273138905151898;98,73502;17;12;279,2419;False
59;518565392285696;218817518885274;80,3087;17;11;278,5964;False
60;1,33289021852877E+15;281795377453466;110,0051;23,88794;11;277,0106;False
61;939656300462080;244135611465728;97,9261;16,77905;11;277,0553;False
62;484576933707776;128489084629811;78,50749;17,76196;11;276,582;False
63;805493467512832;188651004574349;93,0107;19;11;277,8103;False
64;1,29842981686477E+15;278342231385702;109,0814;15,8396;12;278,4717;False
65;593207729586176;205646508006605;83,98986;17,90088;11;278,9891;False
66;2,0144479755305E+15;363516981595341;126,2445;26,78149;12;280,5977;False
67;1,41256414357094E+15;243622560028429;112,1764;19,90405;12;280,5977;False
68;2,71499324607693E+15;364918634708992;139,463;26,95435;12;279,2037;False
69;874797395345408;252653325962445;95,59801;20,81616;12;279,2037;False
70;579544566202368;223199098830848;83,34488;16,85498;12;278,7262;False
71;1,57659216583066E+15;451475474908774;116,3513;22,74854;12;278,9875;False
72;309429845098496;128418920529920;67,62566;10,86597;12;279,6295;False
73;509862177931264;208297807454208;79,87489;12,74707;12;279,6295;False
74;1,39405699527475E+15;471644986408960;111,6967;15,97778;11;278,6634;False
75;913168029188096;330996714607616;96,99225;17,8562;13;280,2294;False
76;812181201354752;248301971878374;93,27361;17,77563;12;278,593;False
77;560031690915840;178504776882586;82,41119;13,7627;12;279,5377;False
78;1,40442383836774E+15;375084006824346;111,9419;23,77271;12;280,3387;False
79;1,29646647993958E+15;386704492435411;109,0206;17,76514;12;279,8461;False
80;2,91737183662899E+15;440724490896179;142,8494;26,75635;12;278,9338;False
81;838163874447360;290627163616051;94,2587;17,77246;12;278,9338;False
82;917476552474624;204292678482739;97,14083;18,72632;12;280,9558;False
83;558440606859264;241531485913088;82,33616;12,79834;12;279,0123;False
84;1,34342523643494E+15;253503838081843;110,2939;23,99512;12;280,3887;False
