Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;185,737594604492;46,2142758667469;240,2997;22,0514;10;324,2356;False
2;265,518920898438;81,0837383031845;346,691;22,00253;13;374,4292;False
3;288,713134765625;69,1717698186636;375,5449;28,21798;13;374,4292;False
4;246,493804931641;78,6734398856759;318,5958;30,18793;12;418,1593;False
5;223,526000976563;83,84377880916;291,4396;19,78508;12;418,1593;False
6;330,002532958984;97,262638040632;432,8658;21,41266;13;274,3065;False
7;308,899719238281;97,1848909195513;405,7729;18,28006;14;263,3194;False
8;333,551818847656;100,685680736601;438,0654;20,01111;13;373,7264;False
9;355,802520751953;67,1992559432983;465,8337;25,70908;13;373,7264;False
10;283,311584472656;52,4912924878299;371,6612;18,26263;13;373,7264;False
11;353,863372802734;75,8380066126585;463,8995;23,75504;13;373,7264;False
12;264,637939453125;75,7769040316343;345,3009;22,64917;13;285,8113;False
13;287,128021240234;82,5042019784451;374,8496;23,96313;13;285,8113;False
14;306,056884765625;57,6776966169476;401,1689;20,72086;13;307,0723;False
15;224,996368408203;97,72713752985;292,9182;21,23074;12;375,3674;False
16;243,954223632813;58,7266741156578;319,1427;18,38876;12;322,7135;False
17;265,80810546875;95,3872542895377;346,5249;23,65778;11;353,3277;False
18;266,360107421875;67,9631821073592;346,3967;26,25043;11;353,3277;False
19;268,268432617188;79,8322295069695;350,6639;21,08185;13;400,3297;False
20;288,153564453125;85,756148628518;375,9869;24,65356;13;329,9778;False
21;415,181335449219;104,484459356964;547;19,72534;13;329,9778;True
22;415,290161132813;91,8161792516708;547;20,16058;13;329,9778;True
23;416,761627197266;94,426901101321;547;26,04651;13;329,9778;True
24;352,360290527344;80,2852578796446;463,288;19,57715;13;329,9778;False
25;416,309478759766;94,1489992141724;547;24,23792;13;329,9778;True
26;415,245147705078;94,3322269693017;547;19,98059;13;329,9778;True
27;330,218872070313;111,887667090446;433,6007;20,0733;13;329,9778;False
28;415,735992431641;99,1772569663823;547;21,94397;13;329,9778;True
29;307,440979003906;76,0273330569267;402,7785;21,42841;13;329,9778;False
30;330,154418945313;108,499442590773;433,7134;19,4776;13;329,9778;False
