Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;878090;403224,25;935,2488;48,99168;13;284,8081;False
2;886236;623251,3;939,5936;55,00002;12;290,2735;False
3;1160903;732852,55;1076,431;60;10;441,7235;False
4;1151416;559241,2;1071,549;50;14;302,1298;False
5;889688;666677,7;942,0661;60;10;423,1141;False
6;1176900;694367,7;1083,282;50;14;278,5775;False
7;1122889;703034;1058,248;60;14;329,7356;False
8;889954;710704,55;941,7825;45;14;329,7356;False
9;1140297;843454,75;1066,348;55;14;302,1584;False
10;1147419;865742,2;1069,682;50;14;302,1584;False
11;1423800;832470,1;1191,89;60;14;302,1584;False
12;1444441;880067,15;1200,434;55;14;278,4745;False
13;1132605;867099,8;1062,547;50;14;270,2039;False
14;2632960;1054164,95;1621,53;95;14;270,2039;False
15;2178827;1028908,25;1474,865;80;14;270,8292;False
16;2572256;1028278,7;1602,703;89,99988;14;270,2039;False
17;2646151;1069377,15;1625,593;90;14;270,2192;False
18;3466100;1366523,05;1750;95;14;270,9322;True
19;3466100;1277888,25;1750;100;14;270,2039;True
20;3466100;1331204,5;1750;95;14;270,2039;True
21;1820329;1165313,2;1347,861;70;14;269,2838;False
22;3466100;1469755,9;1750;95;14;270,4064;True
23;1805718;1049217,3;1342,43;75;14;270,4064;False
24;2495427;1148355,65;1578,552;85;14;270,4064;False
25;3466100;1233841,75;1750;95;14;271,1348;True
26;2567490;1164402,15;1601,215;90;14;271,1348;False
27;3466100;1290622,45;1750;90;14;270,9767;True
28;2495259;1055348,65;1578,499;90;14;270,6462;False
29;2134416;1184050,8;1459,732;80,00024;14;270,9328;False
30;3466100;1240905,9;1750;85;14;269,3251;True
