Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;797071104;312256087,05;927,1834;63,02647;13;376,1045;False
2;1211859840;589705020,6;1066,148;56,55783;14;309,9944;False
3;1208600192;766085241,6;1065,191;52,55814;14;309,9944;False
4;1190656768;666748046,4;1059,893;56,05945;13;305,548;False
5;1219085952;656443017,45;1068,263;57,72473;13;305,548;False
6;1220855936;639420603,2;1068,779;48,784;13;344,6001;False
7;1138708352;694009880,25;1044,249;55,08057;13;292,5671;False
8;1201824512;750077722,5;1063,197;56,00366;13;305,548;False
9;1204404224;707433478,5;1063,957;52,49316;13;305,548;False
10;1202464640;673820176,2;1063,385;58,12988;13;370,9018;False
11;1199144832;843539590,4;1062,406;63,06189;13;370,9018;False
12;1196391424;731351268,8;1061,592;45,80908;13;318,6688;False
13;1197438208;749268544;1061,902;57,3158;13;314,0315;False
14;1182624896;701183414,4;1057,505;105,8115;13;314,0315;False
15;1198326656;821691736;1062,164;56,43323;13;313,6482;False
16;1219877632;892787480;1068,494;59,10352;13;370,8906;False
17;1214805248;858781843,2;1067,011;55,8158;13;303,0178;False
18;1192719872;904488083,2;1060,505;53,89722;13;303,0178;False
19;1198221312;822989859,2;1062,133;56,77844;13;370,7603;False
20;1197294080;845988931,2;1061,859;56,7395;13;314,0315;False
21;1197481984;879780742,4;1061,915;57,71924;13;314,1179;False
22;1196639360;892862812,8;1061,666;53,62378;13;313,6482;False
23;1197479424;868970771,2;1061,914;59,91089;13;313,6482;False
24;1223227520;943589449,6;1069,471;55,63623;13;314,9503;False
25;1218620800;889241352;1068,127;55,13892;13;310,9998;False
26;1211422080;787881121,75;1066,019;54,12305;13;310,9998;False
27;1232027392;852959873,6;1072,03;59,35156;13;312,3684;False
28;1215096704;877034070,4;1067,096;53,16113;13;311,3051;False
29;881914944;769038665,6;958,9785;53,31592;13;312,3684;False
30;1217483904;891326566,4;1067,795;55,71313;13;311,2763;False
