Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;5659252,5;2250680,95248241;937,8791;42,75146;11;293,1163;False
2;5657950,5;2589578,33509598;937,7348;43,33769;11;293,1163;False
3;6259154,5;2523347,5173378;1038,286;56,54422;10;348,3674;False
4;5611607;2966670,73750496;931,3831;45,78314;14;337,2925;False
5;5783356;2568791,98614063;958,7115;44,95898;11;287,4186;False
6;5658530,5;3395384,47122421;938,5475;50,23413;11;287,4186;False
7;5629879;2845235,92943687;933,2452;44,74347;11;287,4186;False
8;6509959,5;2998231,11178856;1081,807;75,69745;12;332,1132;False
9;6514208,5;3561201,64134827;1082,507;75,53235;12;332,1132;False
10;6513361,5;3187799,49222393;1082,51;79,12781;12;332,1132;False
11;6519740;1784147,4079977;1083,493;77,15686;12;332,1132;False
12;6511344;2370540,07483253;1082,087;76,90417;12;332,1132;False
13;6518448,5;2751014,64658546;1083,242;76,27075;12;332,1132;False
14;6500355,5;3629932,84788513;1080,195;75,3147;12;332,1132;False
15;5820559,5;3363322,36398067;967,0647;71,19519;12;332,1132;False
16;6515226,5;2940132,06185017;1082,706;76,24829;12;332,1132;False
