Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;255608;45223,25;63,14706;17,06909;13;321,4041;False
2;295230;44038,55;66,05347;11,13139;13;262,9547;False
3;354879;94849,85;70,34089;16,13619;13;264,2388;False
4;516911;122594;79,89733;15,91695;13;264,2388;False
5;368239;99082,45;71,56351;20,05036;13;418,901;False
6;605972;102968,7;84,53761;16,89187;13;418,0651;False
7;551482;119789;81,65436;14,14333;13;262,6144;False
8;514316;109416,9;79,75397;20,31677;12;261,6914;False
9;530107;77478,55;80,56783;16,1554;12;261,0645;False
10;337069;90755,35;69,13364;15,69749;14;266,8528;False
11;559686;188692,7;82,04633;14,1852;12;258,6235;False
12;312836;98609,15;67,38583;16,89394;13;263,9714;False
13;1386171;201445,75;111,3092;23,49983;12;261,5367;False
14;264836;62906,95;63,64775;15,41336;12;262,1358;False
15;430203;107259,55;75,05067;20,02301;12;256,2504;False
16;375774;109331,25;71,68093;20,06448;12;256,2504;False
17;308651;57980,25;67,03143;16,64499;10;256,446;False
18;484012;109339;78,1088;18,77582;10;256,446;False
19;575444;147864,6;82,84576;16,10257;11;264,8716;False
20;808524;204861,95;92,90336;20,20935;11;266,7073;False
21;605052;120666,8;84,24859;20,12341;12;261,2776;False
22;570835;119989,85;82,60072;17,03342;12;259,3564;False
23;916344;192682,1;96,8704;18,35297;12;258,9293;False
24;486382;131607,1;78,26649;16,04456;12;263,2215;False
25;875073;165191,05;95,39723;25,97125;12;263,2215;False
26;861285;110601,85;94,89628;24,05359;12;265,7174;False
27;532821;61872,6;80,71356;14,71533;12;263,0891;False
28;560640;102443,5;82,11801;13,33057;12;265,2082;False
29;275914;68726,25;64,54888;12,3194;12;263,2045;False
30;476988;117055,75;77,76393;17,50067;12;265,7715;False
