Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;32015380;2795327,25;317,5303;20,31994;13;379,9195;False
2;64200900;13761222,3;400,4177;27,40671;13;331,291;False
3;42028512;17745316;347,6807;22,18236;13;354,2748;False
4;124618584;23667901,8;499,4905;26,18735;13;380,507;False
5;64969404;18545106,85;402,009;25,39238;13;380,507;False
6;66511272;29662894,35;405,1639;17,59578;14;417,8239;False
7;80905416;29484836,7;432,506;26,55167;13;380,507;False
8;100787984;28903166,55;465,3742;21,10358;13;379,7786;False
9;100716208;34783068,7;465,2638;23,05582;14;432,2029;False
10;146258480;48133239,35;526,8739;27,60883;14;432,2028;False
11;124254200;34143580,7;499,0029;20,03177;14;432,5466;False
12;121004496;33583563,5;494,6142;21,26028;14;432,5466;False
13;121045760;31045849,5;494,6705;23,43915;13;378,7761;False
14;149608736;60537256,8;530,8663;23,2276;13;380,4771;False
15;164067824;64802188,95;547;23,60715;13;388,3405;True
16;164068000;64268630,9;547;20,08539;13;380,0836;True
17;164067872;66908380,5;547;22,2467;13;380,0836;True
18;164068000;60346438,9;547;20,11169;13;380,3209;True
19;164067968;63312168,5;547;20,65393;13;388,6291;True
20;164068000;73319161,3;547;20,07996;13;388,8902;True
21;198588896;69257040,1;583,4244;24,98688;13;380,8604;False
22;164068048;79520435,4;547;19,39117;13;416,2491;True
23;164067936;93535266,35;547;21,18677;13;388,8902;True
24;164068000;96383957,55;547;20,03247;13;388,8902;True
25;164067984;70294224,7;547;20,28284;13;381,514;True
26;164067808;64168656,5;547;23,66565;13;389,4174;True
27;164068032;86062826,2;547;19,43103;13;389,5135;True
28;164067888;69028423,35;547;21,91656;13;386,4615;True
29;164067984;89048179,6;547;20,37933;13;390,6026;True
30;164067968;85309738,75;547;20,5694;13;389,5616;True
