Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;862294400;334906641,6;951,8134;65,48048;12;386,0075;False
2;865203200;521314848;952,8824;55,00436;14;371,4939;False
3;1233878144;642072357,1;1072,566;55,94434;13;305,435;False
4;810170112;540317599,25;932,2349;46,2218;13;373,2028;False
5;836126784;686662848,2;942,0862;42,39459;12;394,6201;False
6;1238147200;785342800;1073,802;59,2251;12;394,6201;False
7;825574848;623034491,2;938,1064;48,67603;13;358,6785;False
8;801532480;567553168,25;928,91;49,87878;13;358,6785;False
9;838083648;685417240,45;942,8206;52,17029;12;351,869;False
10;1231189248;748764981,7;1071,786;63,46228;13;358,6785;False
11;812216448;697008053,65;933,0191;49,45923;12;351,7439;False
12;848497280;648891150,4;946,7096;58,23511;12;351,7439;False
13;1255088128;742377764,3;1078,677;64,68103;12;351,7439;False
14;1172413056;696699248,25;1054,452;184,6836;12;351,7439;False
15;1187327488;685306552,05;1058,905;60,47021;12;351,7439;False
16;815756928;775656560;934,3728;47,07788;14;351,0385;False
17;1229444736;831908243,2;1071,28;57,72461;13;347,8607;False
18;1245851136;755637897,6;1076,024;73,12891;12;362,2479;False
19;1257675008;767551256;1079,417;59,61621;12;352,0172;False
20;881842880;798001872;958,9523;53,46558;12;352,0172;False
21;1226419456;713305859,2;1070,401;61,71533;12;351,7439;False
22;859016832;802616284,8;950,6059;51,75513;12;351,6889;False
23;825276288;711815059,2;937,9933;49,82178;12;354,1284;False
24;1178602624;751429120;1056,304;70,37061;12;351,5592;False
25;842613056;775895068,8;944,5161;52,14673;12;352,1052;False
26;860467520;692401715,2;951,1407;58,93262;12;362,1623;False
27;1237564544;803283830,4;1073,633;62,46021;12;352,1584;False
28;1210368512;803605139,2;1065,71;65,93042;12;351,5515;False
29;1218365440;815291392;1068,052;70,78271;12;340,0042;False
30;1221086208;798677385,6;1068,847;64,23877;12;351,7336;False
