Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1,34320360538505E+17;1,13540163544225E+16;51,21305;12,03636;13;251,5128;False
2;8,26886070401499E+17;7,11398557452683E+16;93,86029;24,80338;12;251,987;False
3;6,13047139156623E+17;8,0627845438636E+16;84,95024;20,72381;12;292,9363;False
4;8,88604750445019E+17;1,55253593333563E+17;96,13972;21,73137;12;253,3061;False
5;5,45009737586967E+17;1,15006987083081E+17;81,68358;20,72763;12;252,4164;False
6;5,38853915580432E+17;1,76742646112112E+17;81,37488;17,7556;12;253,3061;False
7;8,24715153411932E+17;1,69973381414781E+17;93,77808;21,75905;12;251,987;False
8;5,91376658326356E+17;1,79151433318898E+17;83,93725;18,72971;12;254,7436;False
9;5,52630177801175E+17;1,86731981481338E+17;82,06252;17,73767;12;252,2643;False
10;7,99790255602401E+17;1,98631532891682E+17;92,82366;23,73547;12;253,635;False
11;2,90477640479932E+17;1,29385194436795E+17;66,22738;13,73038;12;253,635;False
12;5,25836522541285E+17;1,27233307692342E+17;80,71426;13,72372;11;250,4444;False
13;8,99797435218395E+17;2,56368400345019E+17;96,54169;16,71738;11;253,0898;False
14;1,23020865082438E+18;2,26897160242515E+17;107,1502;17,73154;12;255,6252;False
15;7,77649321234399E+17;1,53770134574147E+17;91,95908;23,76416;12;257,1887;False
16;8,92577217236697E+17;3,00719828110095E+17;96,28278;26,71844;12;252,6093;False
17;7,91673866924589E+17;2,0175886075518E+17;92,5086;17,72925;13;256,0497;False
18;1,33730795531744E+18;2,2342362955409E+17;110,1735;21,73309;12;257,5304;False
19;1,47334764280414E+18;3,33884770997187E+17;113,7894;26,74164;13;256,5574;False
20;9,00566062565687E+17;2,78852035920737E+17;96,56918;20,76361;12;256,0304;False
21;8,67097821969383E+17;1,15702049792223E+17;95,35776;18,73346;12;256,2549;False
22;5,40060801390608E+17;1,69362935275271E+17;81,43559;13,73462;12;259,1417;False
23;1,64036180979587E+18;3,29972601719462E+17;117,936;23,73206;13;261,517;False
24;5,72467326071341E+17;2,04473067753806E+17;83,03291;17,72656;13;256,837;False
25;3,63758111350273E+18;3,14049571375913E+17;153,7934;37,77173;13;263,3059;False
26;1,97153457464305E+18;3,4404235511637E+17;125,3915;32,71631;12;254,5154;False
27;8,75814818873868E+17;1,86618968188073E+17;95,67624;20,72009;13;263,5629;False
28;8,35771498743464E+17;2,44386362366414E+17;94,19529;20,71448;12;257,1554;False
29;1,33581633035541E+18;2,08873241860846E+17;110,1325;23,71106;13;264,3095;False
30;2,71501746539751E+18;4,40509376592085E+17;139,5054;39,76733;12;257,6821;False
31;4,64528159621408E+18;7,82147095812375E+17;166,8543;33,88721;12;255,6208;False
32;2,02947059108964E+18;4,49956792341679E+17;126,6079;29;12;259,2467;False
33;1,39448544617982E+18;3,44522896948435E+17;111,7218;26,98401;12;256,851;False
34;1,42435601601056E+18;5,11965542298209E+17;112,5139;26;12;258,5109;False
35;3,7031562618612E+18;5,65749257940763E+17;154,712;30;12;256,7195;False
36;6,45308184705106E+17;2,85234115345646E+17;86,41499;17,76013;12;257,6543;False
37;6,04428754701255E+17;1,93116060377101E+17;84,55028;16,73499;12;256,8908;False
38;1,9956595090239E+18;3,20638368271775E+17;125,9009;29,7312;12;256,8908;False
39;5,55863875858203E+17;1,71581094289736E+17;82,22227;17,71606;12;257,0516;False
40;1,42750845328635E+18;3,10538537713933E+17;112,5968;23,76416;12;256,2344;False
41;9,13789407876612E+17;3,50777770762463E+17;97,03954;20,82043;12;256,0439;False
42;9,47455698004869E+17;2,45134825976391E+17;98,21692;23,72656;12;256,4744;False
43;8,5791318902571E+17;2,10638996462633E+17;95,01987;18,76331;12;257,3384;False
44;2,07195352136365E+18;5,50280959219676E+17;127,4853;29,76782;12;256,4837;False
