Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;8098;3752,45;9,76832;5,009298;13;250,0022;False
2;8097;4062,25;9,739372;5,005543;13;250,0022;False
3;8714;5456,5;16,74595;6,47876;12;245,7353;False
4;11735;6593,8;69,24521;19,72098;12;262,5833;False
5;9962;7352,6;30,88251;6,986885;13;240,8015;False
6;11228;7078;50,77621;9,281006;14;244,7054;False
7;10641;7825,55;40,60825;10,87173;13;240,8015;False
8;12381;8861,85;55,93406;16,79982;12;238,4223;False
9;10727;9171,5;38,03651;8,759781;12;238,4223;False
10;13737;9808,75;66,49063;13,60864;12;238,4223;False
11;14475;10405,1;47,49393;9,832184;11;217,5706;False
12;14664;11000,5;49,92029;14,08041;11;217,5706;False
13;16859;10513,25;83,36321;23,63435;12;233,0737;False
14;18582;11004,75;98,06009;14,96359;12;242,7677;False
15;16646;11458,35;83,17546;19,78552;12;234,7324;False
16;13512;11188;32,59279;8,52713;11;215,9588;False
17;18896;11647,45;96,32137;26,28259;13;235,4562;False
18;20002;12112,1;99,17208;17,89185;11;231,8952;False
19;18527;12762,95;67,34179;19,46857;11;207,6641;False
20;15049;12408,05;73,37139;20,09564;13;235,0585;False
21;20017;13079,6;81,85506;17,71783;13;211,38;False
22;18122;13103,7;65,03019;14,13574;11;208,3778;False
23;16348;13741,75;52,8033;15,87854;12;209,828;False
24;17995;14013,25;66,53114;18,4881;12;209,828;False
25;17587;14041,95;52,49733;11,38321;11;203,8509;False
26;23420;14803;90,85417;18,77679;10;202,4231;False
27;16616;14641,65;66,34455;14,81091;13;217,5374;False
28;15972;14603,45;46,37285;14,08685;11;208,4856;False
29;18301;15096;65,41559;12,06281;11;207,9643;False
30;21287;15822,15;78,31145;13,27441;9;202,784;False
