Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;264,207305908203;44,843863074109;345,7134;19,689;12;263,6639;False
2;169,416809082031;52,4916439928114;215,8755;30,0407;12;275,9621;False
3;246,310043334961;73,8462006136775;322,317;18,28932;12;263,6639;False
4;286,655487060547;82,719101703167;375,6212;19,75831;13;412,8645;False
5;224,660919189453;75,7908961251378;291,7098;23,51435;12;320,4687;False
6;332,188873291016;61,8386137455702;436,0186;20,69969;12;320,4687;False
7;286,299133300781;88,3408322006464;374,4926;21,71873;13;329,1748;False
8;311,310913085938;106,681519607268;408,3279;20,26003;14;410,8846;False
9;416,007995605469;81,47464427948;547;23,03195;14;410,8846;True
10;291,699005126953;65,6573799788952;381,2367;23,08582;14;410,8846;False
11;401,075469970703;71,5811871916056;526,3896;25,1329;14;410,8846;False
12;264,702514648438;83,2560930050909;346,4376;19,49731;13;392,1155;False
13;399,179473876953;109,887913104892;523,6644;25,72476;14;410,8846;False
14;264,233764648438;134,938618083298;346,0496;18,78632;14;355,0533;False
15;332,689208984375;130,37435002327;435,9473;22,91486;13;313,3839;False
16;402,124328613281;109,726897537708;527,3407;26,47528;14;410,8846;False
17;415,696533203125;48,5704049825668;547;21,78607;14;410,8846;True
18;287,934722900391;96,638668859005;374,4085;28,51343;13;413,3006;False
19;224,511917114258;68,6965181566775;292,4832;20,59802;13;411,5541;False
20;307,871032714844;80,4645289033651;403,0096;22,45532;13;392,5293;False
21;287,878723144531;87,7830688301474;375,824;24,04272;12;426,6246;False
22;285,701812744141;70,4518258854747;372,626;24,92926;12;321,3951;False
23;308,140808105469;61,1981737829745;404,1695;20,05475;12;346,8221;False
24;269,414337158203;92,0970834083855;348,9583;30,78247;12;321,3951;False
25;224,005126953125;88,2799842447043;291,6506;21,06879;12;346,8221;False
26;285,173309326172;105,419462001324;373,3702;20,58264;12;367,9317;False
27;405,240905761719;102,981889182329;532,298;24,06958;12;310,8546;False
28;263,600708007813;88,1803676843643;345,2216;18,73792;12;310,8546;False
29;329,995513916016;143,551800957322;431,6344;25,07892;13;384,7729;False
30;415,582122802734;127,351243430376;547;21,32849;13;384,7729;True
