Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;268,823028564453;45,0824562624097;350,3043;24,37921;11;336,489;False
2;184,514114379883;57,8841412127018;238,3837;22,90521;13;260,5791;False
3;241,830871582031;85,9919064201415;316,9709;16,41093;11;324,0575;False
4;287,329345703125;67,4305185467005;374,4244;26,04425;12;332,2718;False
5;287,927368164063;57,6697284251452;376,1574;23,23739;13;391,3537;False
6;204,268951416016;42,1794218927622;266,3837;17,92461;13;346,6407;False
7;356,232482910156;48,9061388975009;467,2768;23,09946;14;316,8139;False
8;312,024871826172;67,9040678173304;409,0128;21,06122;11;262,5241;False
9;189,578414916992;46,7873519159853;238,9543;41,45079;12;344,9877;False
10;333,01611328125;40,5123781770468;436,224;23,39246;11;363,6722;False
11;245,334442138672;73,2945252120495;320,1975;20,74515;13;396,6306;False
12;202,379409790039;56,7690045714378;263,7778;18,18423;12;331,937;False
13;185,348205566406;49,4877239346504;240,615;19,54794;12;265,3434;False
14;246,94384765625;55,6841194987297;322,7953;19,38947;12;361,2621;False
15;184,526336669922;60,9817283391953;241,2498;14,35587;12;283,5709;False
16;264,133972167969;42,4332103412598;344,7597;22,25662;14;284,7172;False
17;206,875457763672;43,6184551775455;266,9958;26,51428;13;370,7101;False
18;266,356475830078;39,8277366667986;346,6121;25,5896;12;395,0173;False
19;185,749160766602;29,2621624395251;241,1191;19,63922;12;383,6119;False
20;227,606475830078;73,9065002150834;297,2905;18,55432;11;380,0991;False
21;222,033721923828;48,0701543182135;289,4818;19,68945;13;378,2929;False
22;263,2783203125;68,4706580292434;344,0307;21,0213;13;345,9202;False
23;209,364440917969;72,8673550695181;272,9375;18,64532;13;373,0775;False
24;266,814392089844;72,9213099543005;349,8112;17,82385;12;336,2778;False
25;265,275817871094;77,501212400198;347,3447;19,06921;14;296,5236;False
26;244,259765625;73,6838250264525;318,2072;22,4176;14;382,8185;False
27;265,408630371094;97,772721119225;346,8029;21,22583;13;279,3969;False
28;288,582092285156;120,814371732622;377,0798;23,08881;13;382,8788;False
29;223,837188720703;68,6815070379525;292,3696;18,23987;14;415,2858;False
30;265,358154296875;60,1281723059714;345,9907;23,46057;14;376,407;False
