Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;293,455718994141;71,1991627655923;293,4557;17,74269;12;368,9792;False
2;403,488311767578;77,6205816343427;403,4883;21,63929;12;326,0944;False
3;318,893463134766;78,5845028817654;318,8935;17,35958;14;231,6814;False
4;291,964935302734;98,5646452844143;291,9649;20,09229;13;333,254;False
5;365,064636230469;111,527006196976;365,0646;19,79474;11;294,3976;False
6;241,872650146484;64,6262010574341;241,8727;21,32544;10;333,5092;False
7;294,855163574219;73,8397794544697;294,8552;19,79152;10;363,2138;False
8;431,776550292969;81,2978702247143;431,7766;27,3698;12;396,1341;False
9;374,758666992188;91,9425837635994;374,7587;19,55753;13;429,8343;False
10;371,402313232422;92,3004903703928;371,4023;22,63934;14;417,0685;False
11;220,340667724609;59,6014652177691;220,3407;17,57251;11;359,0913;False
12;409,895660400391;118,233238139749;409,8957;18,19443;12;314,6606;False
13;370,733123779297;71,7640735737979;370,7331;25,57162;11;337,3649;False
14;265,290557861328;83,9432271614671;265,2906;17,35553;12;363,3203;False
15;530,079467773438;89,6836122177541;530,0795;22,51074;13;308,6184;False
16;435,33544921875;80,7539685547352;435,3354;22,43832;12;282,5114;False
17;264,076141357422;79,0708615608513;264,0761;16,71045;13;290,1816;False
18;433,588623046875;97,4854724228382;433,5886;22,24481;14;332,9231;False
19;296,282470703125;123,118440955877;296,2825;27,55865;14;331,9475;False
20;374,882354736328;93,2474421471357;374,8824;18,01135;13;335,5451;False
21;293,082061767578;67,7173462569714;293,0821;15,78015;11;323,0637;False
22;349,518402099609;90,8103733509779;349,5184;18,40808;13;289,1494;False
23;378,597473144531;105,999826915562;378,5975;27,7038;14;333,5323;False
24;374,283416748047;75,3393148526549;374,2834;19,7124;14;290,4667;False
25;406,523651123047;112,826459366083;406,5237;23,06842;13;341,5397;False
26;433,344055175781;150,32336448431;433,3441;25,37726;14;384,3178;False
27;264,114562988281;70,5401579499245;264,1146;36,09558;14;268,6228;False
28;195,060241699219;59,0769696205854;195,0602;12,64819;11;266,1841;False
29;429,516387939453;104,443560537696;429,5164;23,02814;13;298,7132;False
30;191,788101196289;54,8657683447003;191,7881;16,33923;11;305,1198;False
