Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;7404,525390625;1017,53610478938;240,0231;22,55094;11;397,567;False
2;13325,234375;4375,87133936882;433,4994;26,07244;13;276,0726;False
3;11635,4931640625;5596,98723754883;378,9107;27,25877;13;276,0726;False
4;12390,75390625;4706,61871871948;402,9384;25,63162;13;276,0726;False
5;14282,3203125;7285,5366376698;464,0705;24,76691;13;274,9848;False
6;15293,564453125;8214,4935295105;497,8505;26,80911;13;274,9848;False
7;11647,6767578125;5922,85594301224;376,2323;19,8607;11;395,4284;False
8;14456,2685546875;5232,35110579729;470,4462;26,44073;13;274,603;False
9;14381,3955078125;7127,54192650318;467,4901;25,21259;13;274,603;False
10;11763,5419921875;7092,1561668396;380,591;21,01147;13;273,662;False
11;14157,73828125;8239,86087646484;461,2779;27,88379;13;351,7194;False
12;13510,7265625;7872,11237792969;438,7172;24,12616;14;357,5945;False
13;12543,4697265625;7400,97133067846;407,065;23,55743;13;272,7784;False
14;13511,4423828125;8864,49870605469;438,7362;24,11694;13;276,3962;False
15;12524,55078125;7125,387373209;405,7414;22,03329;13;273,9843;False
16;12476,904296875;7903,59861602783;405,0869;23,9823;13;306,899;False
17;11610,75;7547,01902503967;376,2108;22,19232;13;306,899;False
18;13382,908203125;7571,35253295898;435,4171;26,17993;13;274,8577;False
19;12492,1513671875;7571,89031023979;405,1256;22,94482;12;273,8119;False
20;11826,2919921875;8140,16712150574;380,2642;17,17853;13;271,5469;False
21;11518,6708984375;7348,31725769043;373,8939;23,77307;13;275,9739;False
22;14366,63671875;8009,29722900391;467,9185;27,43768;13;278,8458;False
23;12447,0703125;7988,43029785156;405,1721;26,76044;13;306,2126;False
24;12430,0615234375;7472,90497550964;404,3115;25,88977;13;305,1743;False
25;12559,0009765625;6677,06679235697;409,4728;28,79974;12;304,0149;False
26;12464,396484375;8133,20300292969;405,4699;26,00452;12;304,1705;False
27;10835,0859375;7138,43097009659;349,8247;19,55707;13;275,9005;False
28;12454,6787109375;7218,6260617733;403,7191;22,53314;14;280,7427;False
29;13360,263671875;7906,74226074219;435,3535;28,05664;13;306,6738;False
30;12420,47265625;6865,32604370117;405,2076;29,66895;13;276,6414;False
