Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;186,707061767578;49,5408149242401;242,4336;19,52739;13;359,2983;False
2;307,602325439453;63,5381755769253;402,4926;22,93131;11;330,9438;False
3;377,575073242188;66,5532464370131;495,3979;24,10657;12;379,0319;False
4;205,042510986328;75,3689139202237;267,2507;18,41786;13;370,3569;False
5;307,423126220703;89,1297178804874;401,9547;23,82854;14;367,6773;False
6;266,238220214844;101,479043918848;348,7986;18,5571;13;334,1976;False
7;265,424194335938;61,9502945020795;346,3258;22,71947;13;340,7479;False
8;187,899642944336;51,3501719422638;242,0854;25,34241;13;350,6721;False
9;243,316833496094;36,958981089294;318,28;18,42737;12;293,7695;False
10;268,088195800781;80,5308104842901;349,3049;24,43817;12;273,2797;False
11;166,860260009766;30,7654896304011;217,8795;13,80264;12;296,229;False
12;285,339294433594;68,7086484268308;373,6338;20,45584;12;257,4137;False
13;287,488006591797;52,224121594429;375,7305;22,76065;13;306,0163;False
14;207,36865234375;65,614090937376;266,0862;31,21606;13;357,4071;False
15;182,664535522461;54,0667898863554;238,2013;16,05411;12;295,6362;False
16;264,136840820313;72,1550773829222;345,7252;19,37173;10;346,9951;False
17;147,124450683594;45,8375860452652;190,8927;15,81982;13;333,5516;False
18;150,558166503906;47,8280895933509;194,5207;18,67053;12;417,1559;False
19;248,725677490234;70,5030622139573;318,1477;40,45947;11;345,95;False
20;206,813446044922;25,8393991678953;269,4317;18,95868;12;363,6017;False
21;272,676452636719;56,5511280298233;348,2154;46,05975;12;351,1933;False
22;401,856262207031;72,1483557101339;527,1895;25,85657;11;362,4532;False
23;353,180847167969;69,8309221036732;464,1185;20,36786;12;321,3993;False
24;267,282958984375;70,283933287859;348,8242;22,65912;12;347,7177;False
25;214,717864990234;59,310882461071;279,3239;20,89972;12;311,7309;False
26;225,445129394531;50,0282801866531;292,0455;25,6441;12;306,8667;False
27;401,693359375;95,9921349465847;526,8234;26,30316;14;289,1111;False
28;402,714233398438;117,179441440105;528,3562;25,78833;13;349,7189;False
29;287,617034912109;75,9888398200274;375,0506;25,31641;14;434,5207;False
30;328,600799560547;75,2081137374043;430,1717;23,888;8;363,5061;False
