Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;10769,35546875;1935,45650775433;348,9602;22,22148;14;406,1717;False
2;12831,904296875;6046,81989474893;416,2168;23,10053;12;391,6577;False
3;13389,458984375;5066,94638578594;434,3464;23,19304;14;360,8568;False
4;15247,560546875;4721,86555370688;494,6529;23,24922;14;398,8689;False
5;16969,880859375;7014,40585156679;547;22,7888;13;417,0672;True
6;15266,2587890625;6578,50654907227;496,4443;25,62405;13;417,0672;False
7;17042,4765625;7411,62003502846;547;19,5455;13;437,666;True
8;16973,9140625;3742,3759224914;547;22,58194;13;437,666;True
9;16154,724609375;7945,00218684673;526,1473;27,41699;13;437,1287;False
10;16995,66015625;7441,77387971878;547;21,526;13;435,6382;True
11;15401,1025390625;7946,6441192627;498,1796;20,86362;13;432,9023;False
12;16964,974609375;7750,9921459198;547;23,04526;13;432,9023;True
13;15349,6943359375;7543,25605773926;495,7509;19,77893;13;434,8326;False
14;14351,7626953125;7533,51439208984;466,1379;24,35947;12;436,9725;False
15;16975,9921875;6208,13981380463;547;22,47681;12;431,255;True
16;16942,751953125;7349,86528338194;547;24,28009;13;422,4753;True
17;15291,13671875;7999,81826283932;495,5761;22,38428;12;415,1628;False
