Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;70,796257019043;4,41223764494061;51,54546;9,484668;11;337,997;False
2;790,915954589844;184,09948573187;94,30186;30;11;337,997;False
3;900,081604003906;195,554163371772;97,40064;40;11;337,3507;False
4;908,310607910156;118,18490517959;97,62251;40;11;336,5765;False
5;1435,06408691406;227,016798644513;109,449;40;11;338,824;False
6;729,252258300781;179,943525458686;92,40731;30;11;337,1135;False
7;739,839904785156;230,494770288467;92,74152;40;11;335,9028;False
8;905,887451171875;243,949628115073;97,5574;40;13;343,5645;False
9;748,482299804688;191,32406562306;93,01064;30;12;340,1064;False
10;741,535766601563;306,655945237912;92,79466;40;12;340,2064;False
11;1325,07788085938;330,724828140438;107,2887;40;12;341,4118;False
12;1241,48388671875;255,000888174772;105,555;40;13;340,1676;False
13;1365,34191894531;303,192359101772;108,0947;40;13;340,1676;False
14;1363,84057617188;231,625751814991;108,0649;40;13;339,6496;False
15;1306,05529785156;292,790307235718;106,9016;40;13;340,5457;False
16;1306,21069335938;370,696441970021;106,9047;40;13;340,5457;False
17;1313,59594726563;335,509153618477;107,0555;40;13;340,5457;False
18;691,033813476563;214,78806656599;91,17255;40;12;338,1651;False
19;397,625579833984;125,278024408966;79,405;30;12;337,2705;False
20;783,165954589844;274,770225149393;94,07;30;13;340,7232;False
21;1323,56848144531;211,510419267602;107,2581;40;12;337,4702;False
22;1113,83569335938;258,561269474402;102,7302;40;13;336,2316;False
23;1361,61145019531;352,74385121651;108,0207;40;12;336,7525;False
24;1346,31164550781;305,255063619465;107,716;40;13;340,8651;False
25;1284,68505859375;217,124341395497;106,4615;40;12;336,4019;False
26;1345,158203125;280,387068673596;107,6929;40;12;337,1916;False
27;766,252990722656;309,366958266497;93,55785;30;12;333,5757;False
28;1038,46313476563;293,66340380013;100,9462;40;12;332,006;False
29;1310,65246582031;256,242581236362;106,9955;40;12;334,1625;False
30;1733,87084960938;377,145774912834;114,749;40;12;335,6398;False
31;1711,43212890625;409,351397979632;114,3759;40;12;334,108;False
32;1301,80419921875;424,699592906237;106,8144;40;12;336,0942;False
33;1712,92687988281;481,92506629955;114,4009;40;12;335,6776;False
34;2077,96508789063;533,375161878392;120,0619;40;12;336,9454;False
