Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;7,87428738429092E+16;4,4713310813565E+15;42,8618;11,68329;12;349,9974;False
2;1,93130179491529E+17;5,43838933648671E+16;57,80296;10,47781;12;349,806;False
3;4,14591028419363E+17;8,60801877225243E+16;74,56585;14,5061;12;349,7648;False
4;3,21182155520606E+17;7,47547295512265E+16;68,48316;14,43118;13;350,6886;False
5;8,02168774131188E+17;1,50770749005307E+17;92,91559;18,52057;13;351,9987;False
6;2,47474881724154E+17;7,93941220981519E+16;62,78324;12,47005;14;353,3505;False
7;6,23002186153984E+17;1,22687444938778E+17;85,4076;17,56938;14;353,9319;False
8;6,07196706504704E+17;1,5428105039889E+17;84,67915;16,64169;14;353,9319;False
9;9,7850954850553E+17;1,52208160101761E+17;99,27846;16,61337;14;353,6174;False
10;4,93411065644712E+17;1,34808949740064E+17;79,01987;17,71021;14;353,7102;False
11;7,04742010866631E+17;1,11171739265794E+17;88,99045;15,66476;14;354,0132;False
12;3,09880275498697E+17;9,01514498886599E+16;67,67028;18,7132;14;352,5983;False
13;4,78343701895053E+17;8,65772002273657E+16;78,20719;13,60175;14;353,3406;False
14;4,74872337527734E+17;1,01019477814018E+17;78,01755;16,7052;14;355,4144;False
15;2,63375555028582E+17;7,45434388458285E+16;64,10007;14,64969;14;355,4144;False
16;5,7318358917736E+17;1,22351574694914E+17;83,06752;15,60147;14;352,6192;False
17;5,30993472593723E+17;1,16512583809027E+17;80,97726;16,51001;14;355,9418;False
18;3,24018139606024E+17;9,19871959292969E+16;68,68414;17;14;356,4015;False
19;3,92073511318847E+17;1,07038554987482E+17;73,19069;14,68195;14;355,8264;False
20;9,64209162835722E+17;1,33362960815091E+17;98,79245;23,68701;14;353,2718;False
21;9,96316551634223E+17;1,88118248380695E+17;99,87707;22,5672;14;352,7267;False
22;5,73717092835E+17;1,9241868442332E+17;83,09328;16;14;355,9912;False
23;8,4089797170797E+17;1,99340394467138E+17;94,38749;21,77295;14;353,633;False
24;6,26962558317756E+17;2,04296541621663E+17;85,5882;19,55536;13;351,0832;False
25;4,96024742222889E+17;1,3428752640272E+17;79,15915;15,44537;14;352,6933;False
26;4,52655983534014E+17;1,10823176532293E+17;76,78141;18,45984;14;356,2657;False
27;8,91990284185895E+17;1,74803174534676E+17;96,26167;18,77954;13;354,7053;False
28;5,65501851189903E+17;1,79313503400205E+17;82,69476;21,53784;14;358,8094;False
29;5,34417626680525E+17;1,38799983457259E+17;81,15095;16,56042;13;353,5319;False
