Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;250,088134765625;49,7878030911088;320,5771;38,6213;13;299,3236;False
2;224,362716674805;56,9986963838339;293,1107;18,11889;14;282,9783;False
3;262,921783447266;71,1292810976505;343,9881;19,72279;13;416,347;False
4;288,215789794922;104,437707183883;377,4377;20,55008;13;306,0901;False
5;245,053115844727;44,5672602459788;319,6726;21,19453;13;392,1108;False
6;148,742584228516;33,0904311314225;191,526;20,39227;11;466,3947;False
7;356,276977539063;90,9558966964483;467,4366;22,7982;14;397,9084;False
8;332,077728271484;112,017381777614;434,4317;25,01576;13;288,2915;False
9;201,389038085938;44,206033372879;262,9611;16,67282;12;414,8835;False
10;265,910064697266;57,101484438777;347,796;20,25229;13;289,7586;False
11;265,059539794922;73,659443706274;346,2631;21,44879;9;288,1849;False
12;187,381271362305;34,6437944274396;244,1353;17,11926;11;329,7158;False
13;185,221267700195;40,5325960576534;241,2536;17,12439;12;247,4108;False
14;249,88493347168;53,7613257296383;320,9807;36,5976;12;307,0558;False
15;222,830718994141;48,8563465047628;290,8265;18,84326;13;282,195;False
16;356,172088623047;56,8687313094735;464,7916;30,31345;12;350,3511;False
17;224,997085571289;68,7805217862129;293,1541;20,52618;13;359,3961;False
18;222,831756591797;46,923699234426;288,5393;25,70911;12;367,3856;False
19;145,809036254883;45,7497990250587;189,1888;15,66968;12;352,17;False
20;269,169860839844;87,2602992594242;352,0782;20,44482;13;369,5204;False
21;289,374481201172;78,0260722331703;378,5245;21,92444;13;380,8214;False
22;226,808227539063;75,0779153354466;295,3517;21,17798;10;457,5478;False
23;285,209808349609;45,5305722676218;372,4602;23,45868;12;308,561;False
24;355,774597167969;74,9926834195852;466,8457;22,56128;12;321,2722;False
25;167,310211181641;67,2581130549312;218,1051;14,92542;13;352,1909;False
26;225,818099975586;49,7796288430691;294,2535;20,51196;14;351,7777;False
27;224,413726806641;59,6509010568261;293,0277;18,5719;14;360,0611;False
28;130,187789916992;33,1844003412873;168,7102;14,62067;14;343,7886;False
29;357,266296386719;68,644815094769;467,5282;26,48059;14;391,4597;False
30;248,827453613281;69,901918900013;323,2862;25,45117;10;335,7574;False
