Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;80,0918884277344;6,82015859168023;53,1781;13,31768;11;330,9657;False
2;873,186096191406;82,3213156975806;96,6631;26,6603;11;288,3405;False
3;873,060119628906;121,600361761451;96,66004;30;11;288,2813;False
4;1547,22827148438;267,082964426279;111,5268;30;12;290,1393;False
5;873,183959960938;146,271674853191;96,66411;40;11;291,4912;False
6;893,3544921875;217,374134891853;97,21465;20;11;287,4809;False
7;2544,306640625;464,42572638616;126,2948;30;11;287,4809;False
8;1542,92468261719;235,983590853214;111,4492;30;11;287,8115;False
9;891,850402832031;277,109132480621;97,17603;30;11;288,2813;False
10;449,788024902344;150,037501692399;81,8896;30;11;292,0651;False
11;2298,03564453125;343,24898932986;123,121;30;12;293,6757;False
12;2519,74609375;384,503444084153;125,9866;20;11;291,5063;False
13;1313,86328125;294,803487340361;107,06;30;11;291,9205;False
14;1528,166015625;312,958992888033;111,1823;40;11;292,2907;False
15;1452,03894042969;364,814411852509;109,7703;30;11;291,5285;False
16;1401,62719726563;405,998851750791;108,8049;30;11;292,3135;False
17;1416,658203125;307,528409290314;109,0954;30;10;289,9584;False
18;2485,02270507813;538,724715539068;125,5532;40;11;295,1995;False
19;2207,43359375;556,908413428813;121,889;30;11;292,9853;False
20;5485,10888671875;657,973476179689;153,0362;50;11;293,2736;False
21;5387,4794921875;786,853949832916;152,3506;50;11;287,7322;False
22;1343,83020019531;355,740689701214;107,6659;40;10;289,4431;False
23;5486,74462890625;634,381855297089;153,0474;40;10;290,3552;False
24;3926,69506835938;477,130385473371;140,7678;40;10;290,3552;False
25;1534,41271972656;408,452296947315;111,2951;30;10;290,5757;False
26;2086,65356445313;533,776687649265;120,1869;40;10;292,8499;False
27;5483,232421875;903,485507364944;153,0231;49,99988;10;291,6525;False
28;5441,40283203125;1116,3829287529;152,7304;50;10;293,3534;False
29;1546,59606933594;296,437093583122;111,5154;30;10;293,3534;False
30;3945,970703125;694,654725024104;140,9405;50;10;292,5009;False
31;5231,4140625;1059,55649253204;151,2351;50;10;292,0953;False
32;5380,5478515625;820,017609572411;152,3016;50;10;292,5009;False
33;3635,42065429688;965,34792470932;138,0808;30;10;292,2548;False
34;5506,47705078125;1374,32627636455;153,1851;60;10;291,5899;False
35;5503,583984375;1152,91587034278;153,1647;40;11;295,0487;False
36;5174,3388671875;924,421663892269;150,821;60;11;295,0087;False
37;3616,34375;416,608985975012;137,9001;50;11;295,4584;False
38;2504,79638671875;353,628818996251;125,8023;40;11;294,6761;False
39;5359,265625;1076,16753292084;152,1506;40;11;292,9162;False
40;8084,2001953125;1778,52231531143;168,6196;60;11;292,9449;False
41;2046,21887207031;390,590819533542;119,5998;30;11;293,8995;False
42;5489,087890625;1367,02765217647;153,0637;40;11;292,5323;False
43;5455,69921875;1040,894135952;152,8307;50;11;292,3249;False
44;5811,32568359375;1625,74211978912;155,2624;40;11;293,1244;False
45;5248,47900390625;1239,34493641853;151,3581;40;11;292,9001;False
46;3665,9091796875;720,029502116516;138,37;40;11;292,174;False
47;5411,48193359375;1278,99728298932;152,52;50;11;290,0471;False
48;2213,01928710938;527,368796167895;121,966;30;11;290,7217;False
49;7785,83740234375;1394,52092326805;167,0416;50;11;294,0187;False
50;7576,6728515625;1067,71101365089;165,9082;50;12;294,2497;False
51;5114,4189453125;835,7651367452;150,3821;40;12;293,1265;False
52;5322,154296875;957,791619747877;151,8867;50;12;292,8649;False
53;5393,98486328125;1268,20241761208;152,3964;40;12;293,6554;False
54;5311,15380859375;675,047584705427;151,8081;50;12;292,2581;False
55;5479,294921875;1560,19123039246;152,9954;40;12;293,272;False
56;5226,69140625;1447,32387114763;151,201;50;12;294,4624;False
57;3960,66259765625;734,227172085643;141,0713;40;12;290,993;False
58;5299,740234375;1132,12239912227;151,7263;40;12;290,5127;False
59;5281,17578125;1011,80933923088;151,5935;50;12;295,0881;False
60;7747,71484375;1882,97880020142;166,8369;60;12;293,6201;False
61;5509,91064453125;852,815218945593;153,2089;50;12;291,1258;False
62;3703,08081054688;863,123445574939;138,7194;40;12;291,3242;False
63;7840,73095703125;1727,86435613222;167,3353;50;12;292,5479;False
64;3542,36596679688;342,128126549721;137,1885;30;12;291,4927;False
65;5693,685546875;1188,19057073593;154,4708;50;12;291,339;False
66;3436,89086914063;970,042818525434;136,1563;40;12;292,2608;False
67;3916,28833007813;597,664277744293;140,6747;50;12;291,4927;False
68;2514,83178710938;527,035530309752;125,9281;40;12;291,4927;False
69;5904,29443359375;759,49220919162;155,8796;40;12;291,4927;False
70;4882,89990234375;767,719616699219;148,6499;30;12;292,1762;False
71;2302,34399414063;658,486122560501;123,1786;30;12;291,5304;False
72;5528,01611328125;745,389977014065;153,3344;40;12;289,807;False
73;3915,59619140625;1409,68431802988;140,6685;50;12;292,7401;False
74;5510,95751953125;1308,54656821936;153,216;40;12;292,7401;False
75;5497,3173828125;917,704488606006;153,1211;40;12;292,7877;False
76;7853,77001953125;1201,53336522579;167,404;30;12;291,1629;False
77;5764,103515625;1264,08235098124;154,9454;30;12;291,1629;False
78;7906,78662109375;1226,5177223444;167,6864;40;12;289,684;False
79;5985,71337890625;716,599150380492;156,4145;50;12;290,6671;False
80;7986,85009765625;1141,90758610778;168,1096;60;12;291,3529;False
81;2198,07080078125;521,835825398192;121,7601;40;12;291,3529;False
82;7953,00341796875;944,173048909754;167,9311;50;12;287,3312;False
83;2562,5673828125;536,681532518566;126,5208;30;12;290,0353;False
84;1593,65930175781;288,953114836663;112,3549;40;12;290,2225;False
85;2449,09252929688;436,545168694854;125,0963;30;12;287,2014;False
86;5360,59912109375;738,40295858942;152,16;40;12;291,5809;False
87;3140,99072265625;637,109093267098;133,1261;50;12;291,7204;False
88;1548,24780273438;387,798484907299;111,5452;30;12;292,1917;False
89;9424,5146484375;1051,88823037148;175,2119;60;12;291,7059;False
90;5591,73681640625;609,754772954807;153,7746;50;12;291,8959;False
91;2827,76708984375;855,451677580178;129,6751;40;12;291,8441;False
92;5614,43798828125;801,288880208507;153,9304;50;12;293,1469;False
93;2978,14794921875;714,993846686557;131,3658;40;12;290,2962;False
94;6403,72900390625;1442,645634453;159,0764;40;12;292,3434;False
95;5724,50927734375;1092,176490869;154,6794;50;12;292,6313;False
96;10674,71875;2031,03944519274;180,754;50;12;292,6313;False
97;7794,80908203125;1293,89825870432;167,0897;50;12;292,1342;False
98;8331,439453125;2574,59828292131;169,8942;50;12;294,3958;False
99;8900,494140625;1138,98922701105;172,7238;50;12;295,656;False
100;3703,234375;1020,26600288749;138,7209;40;12;294,0562;False
101;8974,177734375;1102,99453068972;173,0801;50;12;294,0504;False
102;2188,13500976563;603,883930313587;121,6217;30;12;294,777;False
103;3338,85864257813;970,180888716131;135,1748;40;12;297,0746;False
104;7877,3759765625;2066,08253612518;167,5306;60;12;295,656;False
105;7799,51953125;1909,91215850413;167,115;50;12;297,51;False
