Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;870190;332629,5;931,5525;42,01678;11;396,6187;False
2;902225;565949,05;948,0641;57,27605;14;293,5599;False
3;866170;633052;929,1772;60;13;348,496;False
4;889959;758244,75;941,679;70;13;309,9418;False
5;862674;623009,35;927,0786;50;13;309,9418;False
6;926996;653517;961,3516;59,99994;13;336,0905;False
7;922353;710229,2;958,7249;90;14;298,591;False
8;852909;708884,4;921,7969;90;13;305,1772;False
9;911735;777725,15;953,3811;60;13;336,0905;False
10;897546;724800,95;945,9106;50;13;343,658;False
11;855849;700828,65;923,6067;50;13;343,658;False
12;1091121;732708,5;1043,13;50;13;325,1763;False
13;902484;757534,95;948,517;60;14;338,9282;False
14;1092227;837326,8;1043,756;70;14;338,9282;False
15;910522;783126,15;952,6395;80;14;331,9615;False
16;913720;822402,65;954,3169;50;13;325,0838;False
17;875745;792321,8;934,2087;40;13;325,3207;False
18;896642;736562,7;945,3268;70;13;317,3607;False
19;1126817;814325,55;1060,103;60,00024;13;328,5501;False
20;1118238;806251,3;1056,049;60;13;328,7983;False
21;1109953;727457,8;1052,118;70;13;322,7244;False
22;887876;741986,2;940,7853;50;13;341,6618;False
23;1143364;780447,15;1067,879;70;13;322,975;False
24;918959;791801,15;957,0578;70;13;327,7619;False
25;1117670;770195,25;1055,78;80;13;326,1539;False
26;1147608;793405,3;1069,864;70;13;323,2292;False
27;1077624;800855,85;1036,641;60;13;328,7038;False
28;1121132;855031,35;1057,418;60;13;327,7619;False
29;893648;781759,6;943,7417;50;13;327,7619;False
30;895355;784744,5;944,6458;50;13;325,96;False
